scene,file,psnr,ssim,lpips,score,gt_sharpness,gt_brightness,width,height
hcm0034,DJI_20241230113137_0303_V.JPG,22.25384074853684,0.7074017750420062,0.23353974521160126,0.6523276789191823,2039.7578246624796,121.26376658393848,1320,989
hcm0034,DJI_20241230113144_0310_V.JPG,22.420767765400534,0.7025637230516288,0.22942401468753815,0.6535241176328765,1846.0434494639464,124.94353494500108,1320,989
hcm0034,DJI_20241230113202_0325_V.JPG,21.984572052353492,0.6701222978132373,0.24916060268878937,0.6332798805825763,1772.0088132176643,128.9952883230689,1320,989
hcm0034,DJI_20241230113211_0330_V.JPG,21.84241047708148,0.7198484445011673,0.25348877906799316,0.6456134845856418,2517.3725490704355,123.38140377485676,1320,989
hcm0034,DJI_20241230113212_0331_V.JPG,22.12757449747709,0.7320796177764327,0.25356248021125793,0.6509643402332893,1706.4567307028083,125.54271608910133,1320,989
hcm0031,DJI_20241227155326_0006_V.JPG,20.695989627172416,0.6742212442916555,0.24380263686180115,0.6289212563058107,2240.5062698187667,122.5619373716947,1320,989
hcm0031,DJI_20241227155339_0019_V.JPG,21.237261817996647,0.6795760190589065,0.2451968491077423,0.6332176369825548,2461.5260010588377,125.47909657750407,1320,989
hcm0031,DJI_20241227155343_0023_V.JPG,21.687366093984316,0.701778483296272,0.23809714615345,0.6454188830914076,1997.949845817453,127.80633636670036,1320,989
hcm0031,DJI_20241227155345_0025_V.JPG,22.03704223245074,0.6920018460957843,0.25258317589759827,0.6387895368644005,2712.774394046593,129.04362686521432,1320,989
hcm0031,DJI_20241227155352_0032_V.JPG,21.708639577722796,0.676179576309928,0.24867737293243408,0.6336347611863415,2800.850296237744,123.05010264423814,1320,989
hcm0031,DJI_20241227155353_0033_V.JPG,21.373598786786488,0.668134534119798,0.24704891443252563,0.6298623871836481,2787.5186609077837,125.14270230106933,1320,989
hcm0031,DJI_20241227155411_0039_V.JPG,21.676400080256784,0.6700344205945195,0.263079971075058,0.6258367382298734,2365.5704995495325,124.47700309464717,1320,989
hcm0031,DJI_20241227155413_0041_V.JPG,21.370725609118054,0.6397624531030303,0.2730945944786072,0.6109152517941745,2162.1087159270774,122.85370668259951,1320,989
hcm0031,DJI_20241227155416_0044_V.JPG,21.977568131802116,0.6671644908125582,0.2705555856227875,0.6237925217854652,2059.4979990087845,119.03484925085026,1320,989
hcm0031,DJI_20241227155417_0045_V.JPG,22.174654749690717,0.673564898590462,0.27595949172973633,0.6247336013833884,2001.834068390864,122.04046557588013,1320,989
hcm0031,DJI_20241227155431_0059_V.JPG,20.535056337435744,0.6422330424750254,0.28033414483070374,0.6037465928348406,2618.0559045363148,124.9372384103931,1320,989
hcm0031,DJI_20241227155432_0060_V.JPG,20.425718045531976,0.6355271176149677,0.29042497277259827,0.5970424544486428,2685.7893910799635,124.96454713974937,1320,989
hcm0031,DJI_20241227155433_0061_V.JPG,21.041646049536574,0.6504953799969594,0.27848732471466064,0.610003560410443,2636.9077266385425,126.81393587033122,1320,989
hcm0031,DJI_20241227155438_0066_V.JPG,21.90515782947976,0.7005641849982295,0.23729711771011353,0.646681355392302,2580.90904048759,125.79469084168275,1320,989
hcm0031,DJI_20241227155450_0072_V.JPG,22.594532802055824,0.6741194642139331,0.2775282859802246,0.626791721684425,1950.9287947031648,115.66869733737782,1320,989
hcm0031,DJI_20241227155507_0089_V.JPG,21.18943082561977,0.6840925538384729,0.244611918926239,0.6345195835347649,2604.3363643144853,125.11771072708889,1320,989
hcm0031,DJI_20241227155533_0101_V.JPG,21.441850444806462,0.6973350782163533,0.25094762444496155,0.6374725763557603,2720.120952396596,128.23375923032143,1320,989
